CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,TearGas,,,,,,,,,,,,,,,,,,
Ledyard,lawn between the Bill Library and the Ledyard Congregational Church,New London,CT,US,2020-06-13,,,,,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://ctdems.org/connecticut-protests-for-racial-justice-2020/,https://www.nbcconnecticut.com/news/local/racial-justice-protests-continue-across-conn/2287676/,,,0,,,,,,,,,,,,,,,,,,
Lewisburg,,Union,PA,US,2020-06-13,More than 500,500,,500,,,general protestors,antiracism; against police brutality,1,protest,,,,,1,1,https://www.dailyitem.com/news/local_news/activists-vow-to-keep-movement-going-as-hundreds-gather-for-protests-in-lewisburg-sunbury/article_8c4e89d3-2ce8-5b67-999f-0e8f3f8f5bcb.html,https://www.weaverphoto.com/index/G0000SvN7VewF__Q,https://twitter.com/gndlewisburg/status/1272181563376230400,,,,,,,,,,,,,,,,,,,,
Lewistown,,Mifflin,PA,US,2020-06-13,facebook,20,,54,,,general protestors,antiracism; against police brutality,1,protest,,,,,1,1,https://www.facebook.com/events/259905645095198/,,,,,,,,,,,,,,,,,,,,,,
Lexington,Police headquarters,Marion,KY,US,2020-06-13,video estimate,100,,100,,,general protesters,antiracism; against police brutality,1,protest,20,0,0,0,1,1,https://www.lex18.com/homepage-showcase/group-of-lexington-protesters-arrested-after-crossing-police-barricade,,,,0,,,,,,,,,,,,,,,,,,
Lexington,Marion Co. Courthouse,Marion,KY,US,2020-06-13,na,60,,60,,,general protesters,antiracism; for removal of Confederate monument,1,protest,,,,,0,1,https://www.news-journal.com/news/local/protesters-rally-in-jefferson-for-removal-of-confederate-monument-outside-marion-county-courthouse/article_efa10517-8d91-5fa3-944f-9f00651036d2.html,,,,,,,,,,,,,,,,,,,,,,
Lincoln,state Capitol,Lancaster,NE,US,2020-06-13,,,,,,,general protestors,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://journalstar.com/news/local/crime-and-courts/watch-now-lincoln-mayor-considering-pardons-for-peaceful-protesters/article_b14ac32c-bd38-5822-a98e-e5c4fff7a7c6.html,,,,,,,,,,,,,,,,,,,,,,
Lock Haven,,Clinton,PA,US,2020-06-13,some 100,100,,100,,,general protestors,antiracism; against police brutality,1,protest,,,,,1,1,https://therecord-online.com/site/archives/60150,,,,,,,,,,,,,,,,,,,,,,
Lockhart,County courthouse,Caldwell,TX,US,2020-06-13,more than 100,100,,100,,,general protesters,against Confederate monument,1,protest,0,0,0,0,1,1,https://www.kxan.com/news/local/lockhart-residents-rally-for-removal-of-confederate-memorial/,https://www.statesman.com/news/20200613/lockhart-residents-march-to-have-confederate-monument-removed-honor-george-floyd,,,,,,,,,,,,,,,,,,,,,
Lodi,Lower Sacramento Rd,San Juaquin,CA,US,2020-06-13,dozens,24,,24,,,general protesters,antiracism; against police brutality,1,march,0,0,0,0,1,1,https://fox40.com/news/local-news/residents-gather-in-lodi-to-protest-racial-injustices/,https://www.lodinews.com/news/article_1fa469bc-ac73-11ea-943f-b7654d9c7df3.html,,,,,,,,,,,,,,,,,,,,,
Los Angeles,downtown,Los Angeles,CA,US,2020-06-13,about 100,100,,100,,,general protesters,antiracism; against police brutality,1,protest in skateboards,0,0,0,0,1,1,https://www.dailynews.com/2020/06/14/thousands-gather-for-hollywood-march-as-protesters-return-to-streets-across-southern-california/,https://twitter.com/saintcamera/status/1271909408738381824?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1271909408738381824%7Ctwgr%5E&ref_url=https%3A%2F%2Fwww.dailynews.com%2Fthousands-gather-for-hollywood-march-as-protesters-return-to-streets-across-southern-california,,*,0,,,,,,,,,,,,,,,,,,
Los Angeles,Echo Park,Los Angeles,CA,US,2020-06-13,hundreds,200,,200,,,general protesters,antiracism; against police brutality; support black housing,1,protest,0,0,0,0,1,1,https://www.dailynews.com/2020/06/14/thousands-gather-for-hollywood-march-as-protesters-return-to-streets-across-southern-california/,,,*,0,,,,,,,,,,,,,,,,,,
Madison,town green,New Haven,CT,US,2020-06-13,,,,,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://ctdems.org/connecticut-protests-for-racial-justice-2020/,https://www.nbcconnecticut.com/news/local/racial-justice-protests-continue-across-conn/2287676/,,,0,,,,,,,,,,,,,,,,,,
Madison,East Washington Avenue and Stoughton Road,,WI,US,2020-06-13,,,,,,,general protesters,antiracism; for improved police relations with the African American community; defund the police,1,protest,0,0,0,0,1,1,https://wkow.com/2020/06/13/protesters-stop-traffic-at-intersection-to-speak-with-acting-police-chief/,,,,,,,,,,,,,,,,,,,,,,
Madison,Capitol Square,Dane,WI,US,2020-06-13,hundreds,200,,200,,,White Coats for Black Lives,antiracism; against police brutality,1,rally,0,0,0,0,1,1,https://waow.com/2020/06/14/white-coats-for-black-lives-rally-draws-attention-to-racial-bias-in-healthcare/,,,,,,,,,,,,,,,,,,,,,,
Madison,"march to Florham Park, NJ",,NJ,US,2020-06-13,,,,,,,BLM Morristown; Wind of the Spirit,antiracism; against police brutality,1,protest,,,,,1,1,https://www.dailyrecord.com/story/news/local/morris-county/2020/07/02/im-afraid-black-lives-dont-matter-morris-county-rally-planned-friday/5363413002/,,,,,,,,,,,,,,,,,,,,,,
Magdalena,Hwy 60,,NM,US,2020-06-13,over two dozen,24,,24,,,general protestors,antiracism; against police brutality,1,protest,0,0,0,0,1,1,http://www.dchieftain.com/news/magdalena-residents-hold-blm-demonstration/article_838d859c-b0da-11ea-87a5-b7a2331616ad.html,,,,,,,,,,,,,,,,,,,,,,
Manheim,,Lancaster,PA,US,2020-06-13,"video, photos",50,,60,,,general protestors,antiracism; against police brutality,1,protest,,,,,1,1,https://twitter.com/lancstandsup/status/1271850990078214147,https://twitter.com/alexgeli/status/1271869825539887104,,,,,,,,,,,,,,,,,,,,,
Marion,Marion Town Square,Williamson,IL,US,2020-06-13,about 80,80,,80,,,general protesters,antiracism; against police brutality,1,rally,0,0,0,0,1,1,https://thesouthern.com/news/local/sharing-the-love-demonstrators-in-marion-march-for-equality-peace/article_e89d8643-90e7-5db3-930d-97254846b71c.html,,,,0,,,,,,,,,,,,,,,,,,
Marshfield,Boys & Girls Club,Plymouth,MA,US,2020-06-13,photo count,200,,200,,,general protesters,antiracism; against police brutality,1,rally,0,0,0,0,1,1,https://www.patriotledger.com/news/20200614/marshfield-rallies-for-black-lives-matter,,,,0,,,,,,,,,,,,,,,,,,
Mascoutah,sidewalks,St. Clair,IL,US,2020-06-13,video estimate,150,,150,,,general protesters,antiracism; against police brutality,1,"rally, march",0,0,0,0,1,1,https://www.bnd.com/news/local/article243772377.html,,,,,,,,,,,,,,,,,,,,,,
Mason,Christ's Church,Warren,OH,US,2020-06-13,about 600,600,,600,,,general protestors,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.washingtonpost.com/politics/third-consecutive-weekend-of-anti-racism-protests-expands-to-suburbs-as-blue-lives-matter-demonstrators-push-back/2020/06/13/81ef674a-ada7-11ea-94d2-d7bc43b26bf9_story.html?,,,,0,,,,,,,,,,,,,,,,,,
McConnellsburg,,Fulton,PA,US,2020-06-13,,,,,,,general protestors,antiracism; against police brutality,1,protest,,,,,1,1,https://twitter.com/Emilycgb/status/1271871750729428992,,,,,,,,,,,,,,,,,,,,,,
Memphis,Overton Square,Shelby,TN,US,2020-06-13,roughly 30 people,30,,30,,,general protestors,antiracism; against police brutality,1,rally,2,0,0,0,1,1,https://www.wkrn.com/news/overton-square-protest-ends-with-truck-driving-through-crowd/,https://wreg.com/news/protesters-gather-outside-of-flight-after-racial-discrimination-allegations/,,,0,,,,,,,,,,,,,,,,,,
Mercer Island,I-90 bridge,King,WA,US,2020-06-13,hundreds,200,,200,,,Wives of Seattle Seahawks,antiracism; against police brutality,1,march,0,0,0,0,1,1,https://www.king5.com/article/news/local/wives-of-seattle-seahawks-lead-march-in-support-of-black-lives-matter/281-ccf6ba22-8529-4e9a-9cff-cf51d6886cad,,,,,,,,,,,,,,,,,,,,,,
Miami,Coconut Grove’s Village West,Miami-Dade,FL,US,2020-06-13,video estimate,100,,100,,,general protestors,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.miamiherald.com/news/local/article243523647.html,,,,0,,,,,,,,,,,,,,,,,,
Miami,downtown to Little Haiti,Miami-Dade,FL,US,2020-06-13,150,150,,150,,,general protestors,antiracism; against police brutality,1,march,0,0,0,0,0,1,https://docs.google.com/spreadsheets/d/1-HM-bFsnTd9omYOrB8JOMeQ0XzPvCaVaADKqXQ_RpXg/edit?ts=5eed42f9#gid=0https://www.eastoregonian.com/news/small-pendleton-protest-represents-intersection-of-generations-and-identities/article_753d2aaa-adac-11ea-9342-434ecb2312fe.htmlhttps://www.eastoregonian.com/news/small-pendleton-protest-represents-intersection-of-generations-and-identities/article_753d2aaa-adac-11ea-9342-434ecb2312fe.htmlhttps://www.eastoregonian.com/news/small-pendleton-protest-represents-intersection-of-generations-and-identities/article_753d2aaa-adac-11ea-9342-434ecb2312fe.html,,,,,,,,,,,,,,,,,,,,,,
Miami,Brickell,Miami-Dade,FL,US,2020-06-13,video estimate,50,,50,,,general protestors,antiracism; against police brutality,1,march,0,0,0,0,0,1,https://www.miamiherald.com/news/local/article243518767.html,,,,,,,,,,,,,,,,,,,,,,
Middletown,South Front and Ludlow streets,,OH,US,2020-06-13,,,,,,,general protestors,antiracism; against police brutality,1,protest march,0,0,0,0,1,1,https://www.journal-news.com/news/local-govt--politics/hamilton-ministers-call-for-protest-march-bring-attention-the-inequality/ngewbvxBEz2l5DdyKd9SpL/,,,,0,,,,,,,,,,,,,,,,,,
Middletown,South Union,Dauphin,PA,US,2020-06-13,video estimate,150,,150,,,general protestors,antiracism; against police brutality,1,march,0,0,0,0,1,1,https://www.pennlive.com/news/2020/06/silent-protesters-march-against-racism-through-middletown-borough.html,,,,,,,,,,,,,,,,,,,,,,
Midland,Beaver County Courthouse,Beaver,PA,US,2020-06-13,approximately 180,180,,180,,,United We Stand,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.timesonline.com/news/20200614/united-we-stand-rally,,,,0,,,,,,,,,,,,,,,,,,
Milford,Silver Lake Apts.,Kent & Sussex,DE,US,2020-06-13,about 100,100,,100,,,family of Brandon Roberts,antiracism; against police brutality,1,rally,0,0,0,0,1,1,https://www.delmarvanow.com/story/news/2020/06/13/family-and-friends-march-memory-milford-man-killed-police/3184467001/,,,,0,,,,,,,,,,,,,,,,,,
Millsboro,Cupola Park ,Sussex,DE,US,2020-06-13,dozens,24,,24,,,general protesters,antiracism; against police brutality,1,rally; march,0,0,0,0,1,1,https://www.capegazette.com/article/millsboro-residents-peacefully-rally-equal-justice/203627,,,,,,,,,,,,,,,,,,,,,,
Minneapolis,US Bank Stadium,Hennepin,MN,US,2020-06-13,hundreds,200,,200,,,10K Foundation,antiracism; against police brutality,1,march,0,0,0,0,1,1,https://minnesota.cbslocal.com/2020/06/13/take-back-america-10k-foundation-marches-bringing-diverse-protesters-together-for-change/,https://minnesota.cbslocal.com/2020/06/09/police-slashed-tires-during-minneapolis-protests/,,,0,,,,,,,,,,,,,,,,,,
Minneapolis,Hennepin County Govt Plaza,Hennepin,MN,US,2020-06-13,more than 3000,3000,,3000,,,general protesters,antiracism; against police brutality,1,march,0,0,0,0,0,0,http://www.fightbacknews.org/2020/6/14/thousands-march-minneapolis-oppose-police-crimes,https://minnesota.cbslocal.com/2020/06/09/police-slashed-tires-during-minneapolis-protests/,,,,,,,,,,,,,,,,,,,,,
Montgomery,capitol,Montgomery,AL,US,2020-06-13,hundreds,200,,200,,,Black Lives Better,antiracism; against police brutality,1,march,0,0,0,0,1,1,https://www.wsfa.com/2020/06/14/black-lives-better-rally-montgomery-promotes-positivity-prayer/,https://www.montgomeryadvertiser.com/story/news/2020/06/13/hundreds-take-knee-montgomery-black-lives-matter-rally-pray-future/5341955002/,,,,,,,,,,,,,,,,,,,,,
Morgan Hill,Community Center bike sculpture,,CA,US,2020-06-13,,,,,,,general protestors,for racial equality,1,protest,,,,,1,1,https://www.instagram.com/p/CBN8woNBVU2/,,,,,,,,,,,,,,,,,,,,,,
Morgantown,marched from Raymond Lane Park,Monongalia,WV,US,2020-06-13,photo,30,,30,,,general protestors,antiracism; against police brutality,1,march,0,0,0,0,1,1,https://www.dominionpost.com/2020/06/13/protesters-march-to-evansdale-campus-to-make-their-demands-of-west-virginia-university-police/,,,,,,,,,,,,,,,,,,,,,,
Naples,Oakes grocery store,Collier,FL,US,2020-06-13,hundreds,200,,200,,,general protesters,antiracism; against police brutality; against social media post calling George Floyd's death a hoax,1,protest,0,0,0,0,1,1,https://www.naplesnews.com/story/news/local/2020/06/13/two-protests-black-lives-matter-oakes-farms-seed-table-market/3174827001/,,,,,,,,,,,,,,,,,,,,,,
Nashville,Bicentennial Amphitheater,Davidson,TN,US,2020-06-13,,,,,,,Mothers against Racism,antiracism; against police brutality,1,rally/protest,,,,,1,1,https://www.wkrn.com/news/nashville-protests/mothers-stand-against-injustice-at-nashville-protest-saturday/,,,,0,,,,,,,,,,,,,,,,,,
Nashville,Legislative Plaza; capitol,Davidson,TN,US,2020-06-13,thousands; few thousand,2000,,3000,,,March for Justice; White Coats March for Justice,antiracism; against police brutality,1,"rally, march",0,0,0,0,0,1,https://www.wkrn.com/news/nashville-protests/no-arrests-made-after-protesters-stay-the-night-at-capitol-hill-autonomous-zone/,https://www.tennessean.com/story/news/2020/06/14/thousands-march-against-racism-nashville-march-justice/3185524001/,https://www.nashvillescene.com/news/pith-in-the-wind/article/21143995/a-look-back-on-the-peoples-plaza-protest,,0,,,,,,,,,,,,,,,,,,
New Albany,East Spring Street,Floyd,IN,US,2020-06-13,hundreds,200,,200,,,The Movement,antiracism; against police brutality,1,"rally, march",0,0,0,0,1,1,https://www.newsandtribune.com/news/protestors-rally-against-racism-injustice-during-new-albany-march/article_be4a035a-adb9-11ea-b3a8-d3d9a2e30cc8.html,,,,,,,,,,,,,,,,,,,,,,
New Haven,statue of Christopher Columbus in Wooster Square,,CT,US,2020-06-13,20 to 30 people,20,,30,,,general protesters,antiracism; for removal of images of Christopher Columbus,1,protest,0,0,0,1,1,1,https://www.nhregister.com/news/article/Columbus-statue-in-New-Haven-vandalized-during-15355967.php,,,,0,,,,,,,,,,,,,,,,,,
New Haven,Police Dept,New Haven,CT,US,2020-06-13,video estimate,200,,200,,,general protestors,antiracism; against police brutality,1,rally,0,0,0,0,1,1,https://www.fox61.com/article/news/local/hartford-newhaven-bridgeport-blm-protests-across-connecticut-on-saturday-yale-police-department/520-5435942f-3332-4001-a90d-39fb9c0a29fd,,,,,,,,,,,,,,,,,,,,,,
New Kensington,,Westmoreland,PA,US,2020-06-13,about 300,300,,300,,,general protestors,antiracism; against police brutality,1,protest,,,,,1,1,https://triblive.com/local/valley-news-dispatch/a-call-for-change-action-unity-about-300-attend-black-lives-matter-gathering-in-new-kensington/,,,,,,,,,,,,,,,,,,,,,,
New Orleans,Duncan Plaza,Orleans,LA,US,2020-06-13,"dozens 24, about 200",24,,200,,,general protestors,antiracism; for removal of Confederate statues,1,protest,2,0,0,1,1,1,https://www.mankatofreepress.com/news/state_national_news/new-orleans-protesters-pull-down-bust-throw-it-in-river/article_280dac2f-dc66-5d1f-85c3-921b4365a9b5.html,https://www.tribdem.com/news/new-orleans-protesters-pull-down-bust-throw-it-in-river/article_52ba99f6-5475-5e9d-bc28-00de2263ffc9.html,https://www.nola.com/news/politics/article_beec6ec6-b0d7-11ea-b30c-2bac6475733e.html,,,,,,,,,,,,,,,,,,,,
New York,Bronx; Fordham Plaza,Bronx,NY,US,2020-06-13,,,,,,,general protesters,antiracism; against police brutality,1,march,,,,,1,1,https://bushwickdaily.com/bushwick/categories/news/6554-updated-nyc-protest-schedule-for-today-saturday-june-13-2020,,,,,,,,,,,,,,,,,,,,,,
New York,Bronx; Seton Falls Park,Bronx,NY,US,2020-06-13,,,,,,,general protesters,antiracism; against police brutality,1,,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,,,,,,,,,
New York,Bronx; The Hub to Wall Street,Bronx,NY,US,2020-06-13,,,,,,,general protesters,antiracism; against police brutality,1,protest skate,,,,,0,1,https://bushwickdaily.com/bushwick/categories/news/6554-updated-nyc-protest-schedule-for-today-saturday-june-13-2020,,,,,,,,,,,,,,,,,,,,,,
New York,Brooklyn; Prospect Park to Wall Street,Kings,NY,US,2020-06-13,,,,,,,general protesters,antiracism; against police brutality,1,protest skate,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,,,,,,,,,
New York,Brooklyn; Grand Army Plaza,Kings,NY,US,2020-06-13,hundreds,200,,200,,,general protesters,antiracism; against police brutality,1,protest on bikes,0,0,0,0,0,1,https://www.ny1.com/nyc/all-boroughs/news/2020/06/13/protests-continue-this-weekend-across-the-five-boroughs,,,,0,,,,,,,,,,,,,,,,,,
New York,Manhattan; Union Square to Wall Street,New York,NY,US,2020-06-13,,,,,,,general protesters,antiracism; against police brutality,1,protest skate,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,,,,,,,,,
New York,Manhattan; Columbus Circle,New York,NY,US,2020-06-13,roughly 500,500,,500,,,general protesters,antiracism; against Christopher Columbus statue,1,protest,0,0,0,0,0,1,https://gothamist.com/news/live-protest-updates-june-13-2020,,,,,,,,,,,,,,,,,,,,,,
New York,Manhattan; Inwood Diamond 6,New York,NY,US,2020-06-13,,,,,,,general protesters,antiracism; against police brutality,1,,,,,,0,1,https://gothamist.com/news/live-protest-updates-june-13-2020,,,,,,,,,,,,,,,,,,,,,,
New York,Manhattan; Mitchell Square Park,New York,NY,US,2020-06-13,,,,,,,general protesters,antiracism; against police brutality,1,,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,,,,,,,,,
New York,Manhattan; Zuccotti Park,New York,NY,US,2020-06-13,,,,,,,general protesters,antiracism; against police brutality,1,,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,,,,,,,,,
New York,Manhattan; 135th & St. Nicholas Ave,New York,NY,US,2020-06-13,,,,,,,general protesters,antiracism; against police brutality,1,,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,,,,,,,,,
New York,Manhattan; Jackson Square Park,New York,NY,US,2020-06-13,,,,,,,general protesters,antiracism; against police brutality,1,,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,,,,,,,,,
New York,Manhattan; 125th & ACP Blvd,New York,NY,US,2020-06-13,,,,,,,general protesters,antiracism; against police brutality,1,community bill signing,,,,,0,1,https://gothamist.com/news/live-protest-updates-june-13-2020,,,,,,,,,,,,,,,,,,,,,,
New York,Manhattan; Washington Park,New York,NY,US,2020-06-13,,,,,,,general protesters,antiracism; against police brutality,1,,,,,,0,1,https://gothamist.com/news/live-protest-updates-june-13-2020,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,,,,,,,,
New York,Manhattan; Times Square to City Hall,New York,NY,US,2020-06-13,,,,,,,general protesters,antiracism; against police brutality,1,,,,,,0,1,justiceforgeorgenyc Instagram,https://gothamist.com/news/live-protest-updates-june-13-2020,,,,,,,,,,,,,,,,,,,,,
New York,Manhattan; Macy's Herald Square,New York,NY,US,2020-06-13,,,,,,,general protesters,antiracism; against police brutality,1,children's march,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,,,,,,,,,
New York,Queens; St Francis Prep,Queens,NY,US,2020-06-13,,,,,,,general protesters,antiracism; against police brutality,1,protest  ,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,,,,,,,,,
New York,Queens; 62nd St Boardwalk,Queens,NY,US,2020-06-13,na,200,,200,,,FarrockNPHC and Queens Defenders,antiracism; against police brutality,1,protest,0,0,0,0,0,1,https://gothamist.com/news/live-protest-updates-june-13-2020,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,,,,,,,,
New York,Queens; Astoria Park War Monument,Queens,NY,US,2020-06-13,,,,,,,general protesters,antiracism; against police brutality,1,chalk writing,,,,,0,1,https://gothamist.com/news/live-protest-updates-june-13-2020,,,,,,,,,,,,,,,,,,,,,,
New York,Queens; 46th and Queens Blvd,Queens,NY,US,2020-06-13,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,,,,,,,,,
New York,Queens; 74th and Roosevelt,Queens,NY,US,2020-06-13,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,,,,,,,,,
New York,Queens; MacDonald Park,Queens,NY,US,2020-06-13,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,,,,,,,,,
New York,Queens; Major Mark Park,Queens,NY,US,2020-06-13,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,,,,,,,,,
New York,Queens; Corona Park to Wall Street,Queens,NY,US,2020-06-13,,,,,,,general protesters,antiracism; against police brutality,1,protest skate,,,,,0,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,,,,,,,,,
New York,Manhattan; W 167th & St. Nicholas,New York,NY,US,2020-06-13,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,1,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,,,,,,,,,
New York,"Queens, Jamaica; 173-175 Hillside Ave",Queens,NY,US,2020-06-13,about 20,20,,20,,,general protesters,antiracism; against assemblyman who accepted donations from police union,1,protest,0,0,0,0,1,1,justiceforgeorgenyc Instagram,https://www.qchron.com/editions/eastern/black-lives-matter-protest-in-jamaica-erupts-into-infighting/article_b586fee0-afed-11ea-9e47-af330aa52f65.html,,,,,,,,,,,,,,,,,,,,,
New York,Manhattan; Minton's Playhouse (First stop of bike ride),New York,NY,US,2020-06-13,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,1,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,,,,,,,,,
New York,Brooklyn; McCarren Track,Kings,NY,US,2020-06-13,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,1,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,,,,,,,,,
New York,Brooklyn; 812 Dekalb Ave,Kings,NY,US,2020-06-13,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,1,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,,,,,,,,,
New York,Brooklyn; Herbert Von King Park,Kings,NY,US,2020-06-13,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,1,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,,,,,,,,,
New York,Brooklyn; Barclays Center,Kings,NY,US,2020-06-13,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,1,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,,,,,,,,,
New York,Manhattan; Gracie Mansion,New York,NY,US,2020-06-13,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,1,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,,,,,,,,,
New York,Queens; Overpass at Clintonville St and Cross Island Pkwy,Queens,NY,US,2020-06-13,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,1,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,,,,,,,,,
New York,Manhattan; Mitchel Sq Park,New York,NY,US,2020-06-13,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,1,1,justiceforgeorgenyc Instagram,,,,,,,,,,,,,,,,,,,,,,
Newnan,Historic Court Square,,GA,US,2020-06-13,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,1,1,https://times-herald.com/news/2020/06/local-leaders-speak-at-protest,,,,,,,,,,,,,,,,,,,,,,
Newport,Miantonomi Park,Newport,RI,US,2020-06-13,around 200,200,,200,,,general protestors,against racial injustice,1,protest,0,0,0,0,1,1,https://www.newportri.com/photogallery/PJ/20200613/PHOTOGALLERY/613009996/PH/1,https://www.newportri.com/news/20200608/human-rights-protest-planned-for-saturday-in-newport,,,,,,,,,,,,,,,,,,,,,
Newport News,Christopher Newport University,Warwick ,VA,US,2020-06-13,couple hundred,200,,200,,,students,against racial injustice,1,march/protest,0,0,0,0,1,1,https://www.pilotonline.com/news/dp-nw-newport-news-cnu-protest-police-brutality-20200613-57lnnxoowvbo5gtit7pki7t2qi-story.html,,,,,,,,,,,,,,,,,,,,,,
North Andover,GAR Park,Essex,MA,US,2020-06-13,,,,,,,general protesters,antiracism; against police brutality,1,,,,,,1,1,https://www.eagletribune.com/news/haverhill/haverhill-high-students-to-lead-black-lives-matter-protest/article_5b11871e-3699-5b20-96cf-c508dfdc65aa.html,,,,,,,,,,,,,,,,,,,,,,
North Little Rock,City Hall,Pulaski,AR,US,2020-06-13,dozens,24,,24,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.kark.com/news/dozens-protest-outside-north-little-rock-city-hall/,,,,,,,,,,,,,,,,,,,,,,
Norwich,Chelsea Parade Green to City Hall,New London,CT,US,2020-06-13,several hundred,200,,200,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.theday.com/local-news/20200614/marchers-proclaim-enough-is-enough-at-norwich-rally,https://www.nbcconnecticut.com/news/local/racial-justice-protests-continue-across-conn/2287676/,,,0,,,,,,,,,,,,,,,,,,
Oak Grove,Valor Park,Christian,KY,US,2020-06-13,,70,,70,,,Kids for Peace,antiracism; against police brutality,1,rallly,0,0,0,0,1,1,https://www.theleafchronicle.com/story/news/local/clarksville/2020/06/14/kids-peace-rally-oak-grove-brings-children-together/3177502001/,,,,0,,,,,,,,,,,,,,,,,,
Oakland,Rockridge BART,Alameda,CA,US,2020-06-13,"hundreds, more than 1000",200,,1000,,,SEIU Local 1021 ,antiracism; against police brutality,1,rally; march,0,0,0,0,1,1,https://www.mercurynews.com/2020/06/13/protesters-call-for-end-to-systemic-racism-in-policing-housing-education-and-more/,https://www.sfchronicle.com/bayarea/article/More-than-1-000-demonstrators-march-in-peaceful-15338459.php,https://abc7news.com/society/george-floyd-live-updates-black-lives-matter-protest-in-walnut-creek/6253818/,https://www.santacruzsentinel.com/2020/06/13/protesters-call-for-end-to-systemic-racism-in-policing-housing-education-and-more/,0,,,,,,,,,,,,,,,,,,
Oakland,Lake Merritt Amphitheater,,CA,US,2020-06-13,,,,,,,Queer Healing Arts Center; TGIJP; We Are the Ones; The BLAQ Arted Healing Circle; Spectrum Queer Media,antiracism; against police brutality,1,march; car caravan,,,,,0,1,https://www.instagram.com/p/CBUtEm8BWGQ/,,,,,,,,,,,,,,,,,,,,,,
Oakland,Mosswood Park to Frank Ogawa Plaza,,CA,US,2020-06-13,,,,,,,general protestors,antiracism; against police brutality,1,protest,,,,,0,1,https://www.instagram.com/p/CBWWSskhxRd/,,,,,,,,,,,,,,,,,,,,,,
Oklahoma City,city hall,Oklahoma,OK,US,2020-06-13,several hundred,300,,300,,,Collegiate Freedom and Justice Coalition,antiracism; against police brutality,1,march,,,,,1,1,https://freepressokc.com/protest-friday-led-by-college-students-represents-maturing-of-movement/,,,March for Justice,0,,,,,,,,,,,,,,,,,,
