CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,TearGas,,,,,,,,,,,,,,,,,,
Effingham,old courthouse lawn,Effingham,IL,US,2020-06-06,between 500 and 700; roughly 500,500,,700,,,Effingham Social Justice Group,antiracism; against police brutality,1,protest,0,0,0,0,1,1,online submission,https://www.effinghamdailynews.com/news/local_news/hundreds-rally-in-effingham-for-social-justice-saying-black-lives-matter/article_4dc276c6-a837-11ea-a57d-d7f72223f502.html,,,,,,,,,,,,,,,,,,,,,
Effingham,,Effingham,IL,US,2020-06-06,hundreds,200,,200,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.shelbyvilledailyunion.com/news/local_news/hundreds-rally-in-effingham-for-social-justice-saying-black-lives-matter/article_89a0cc1f-d456-5a15-876e-10b192aa03c4.html,,,,,,,,,,,,,,,,,,,,,,
Elizabeth,City Hall to Union Co. Courthouse,Union,NJ,US,2020-06-06,hundreds,200,,200,,,general protesters,antiracism; against police brutality,1,"protest, march",0,0,0,0,1,1,https://www.mycentraljersey.com/story/news/local/union-county/2020/06/07/hundreds-rally-elizabeth-am-going-next-george-floyd/3169947001/,,,,,,,,,,,,,,,,,,,,,,
Elizabethtown,Town Square,Lancaster,PA,US,2020-06-06,at least 400,400,,400,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://lancasteronline.com/news/local/peaceful-protests-continued-throughout-lancaster-county-saturday/article_6405ae38-a84d-11ea-80dc-5b8045fa70d1.html,,,,,,,,,,,,,,,,,,,,,,
Elk Grove Village,Biesterfield Road,Cook ,IL,Us,2020-06-06,estimated 55,55,,55,,,general protesters,antiracism; against police brutality,1,protest; march,0,0,0,0,1,1,https://www.journal-topics.com/articles/mayor-to-elk-grove-protesters-we-thank-you-for-fighting-to-make-a-change2/,,,,,,,,,,,,,,,,,,,,,,
Elkin,Intersection of Main Street and Bridge Street,Surry,NC,US,2020-06-06,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,1,1,https://www.elkintribune.com/news/29831/protest-disrupted-by-gun-wielding-motorist#https://rivercountry.newschannelnebraska.com/story/42218485/auburn-adds-its-voice-to-saturday-protests,,,,,,,,,,,,,,,,,,,,,,
Elkton,Pulaski Highway,Cecil,MD,US,2020-06-06,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,1,1,https://www.cecildaily.com/news/local_news/black-lives-matter-in-cecil-county/article_17fc6869-4e16-569c-be70-580e013c1fee.html,,,,,,,,,,,,,,,,,,,,,,
Encino,"at 4946 Balboa Boulevard, near Moorpark Street",Los Angeles,CA,US,2020-06-06,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,1,1,https://www.ocregister.com/2020/06/06/more-than-three-dozen-george-floyd-inspired-protests-planned-around-region-today/,,,,,,,,,,,,,,,,,,,,,,
Englewood,city hall,Bergen,NJ,US,2020-06-06,,,,,,,PeopleOs Organization for Progress,antiracism; against police brutality,1,march,,,,,1,1,https://www.northjersey.com/picture-gallery/news/bergen/englewood/2020/06/06/protest-englewood-george-floyd/3163611001/,,,,,,,,,,,,,,,,,,,,,,
Englewood,Mahkay Park ,Bergen,NJ,US,2020-06-06,hundreds,200,,200,,,North Jersey Black Caucus for Social Justice,antiracism; against police brutality,1,protest,0,0,0,0,1,1,http://newjersey.news12.com/story/42218215/englewood-protesters-tackle-issues-of-police-brutality-call-for-more-transparency,,,,,,,,,,,,,,,,,,,,,,
Ephrata,,Lancaster,PA,US,2020-06-06,more than 200,200,,200,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://lancasteronline.com/news/local/peaceful-protests-continued-throughout-lancaster-county-saturday/article_6405ae38-a84d-11ea-80dc-5b8045fa70d1.html,,,,,,,,,,,,,,,,,,,,,,
Erie,Perry Square,Erie,PA,US,2020-06-06,about 2500,2500,,2500,,,general protesters,antiracism; against police brutality,1,march,0,0,0,0,1,1,https://www.goerie.com/photogallery/PA/20200606/NEWS/606009997/PH/1,https://www.goerie.com/news/20200606/large-crowds-attend-peaceful-protest-march-in-downtown-erie,,,0,,,,,,,,,,,,,,,,,,
Escanaba,Municipal Dock,Delta,MI,US,2020-06-06,hundreds ,200,,200,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.radioresultsnetwork.com/2020/06/06/dozens-attend-escanaba-black-lives-matter-march/,https://www.dailypress.net/news/local-news/2020/06/peaceful-protest-in-escanaba/,,,,,,,,,,,,,,,,,,,,,
Essex,Essex Junction,Chittenden,VT,US,2020-06-06,300,300,,300,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://vtdigger.org/2020/06/05/live-updates-racial-justice-protests-in-vermont/,,,,,,,,,,,,,,,,,,,,,,
Evansville,Four Freedoms,Vanderburgh,IN,US,2020-06-06,at least 400,400,,400,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.courierpress.com/story/news/local/2020/06/06/live-updates-evansville-protests-police-brutality-henderson-george-floyd-death-saturday/3161751001/,,,,,,,,,,,,,,,,,,,,,,
Evansville,Four Freedoms to Civic Center,Vanderburgh,IN,US,2020-06-06,hundreds,200,,200,,,White Coats for Black Lives; medical professionals,antiracism; against police brutality,1,protest,0,0,0,0,0,1,https://news.wnin.org/post/white-coats-kids-protest-evansville#stream/0,https://www.courierpress.com/picture-gallery/news/2020/06/06/gallery-white-coats-black-lives-protesters-march-through-downtown-evansville/3163920001/,https://www.thegleaner.com/picture-gallery/news/2020/06/06/gallery-white-coats-black-lives-protesters-march-through-downtown-evansville/3163920001/,White Coats for Black Lives,,https://www.courierpress.com/story/news/local/2020/06/07/evansville-protest-gives-voice-passions-and-does-peacefully-police-brutality/3162153001/,,,,,,,,,,,,,,,,,
Evansville,in front of Ford Center,Vanderburgh,IN,US,2020-06-06,dozens,24,,24,,,children,antiracism; against police brutality,1,chalk protest,0,0,0,0,0,1,https://news.wnin.org/post/white-coats-kids-protest-evansville#stream/0,https://www.courierpress.com/picture-gallery/news/2020/06/08/kids-hit-sidewalks-chalk-and-ideas-childrens-protest-at-ford-center/5322341002/,https://www.thegleaner.com/picture-gallery/news/2020/06/08/kids-hit-sidewalks-chalk-and-ideas-childrens-protest-at-ford-center/5322341002/,dozens of families,,,,,,,,,,,,,,,,,,,
Everett,Municipal Building,Snohomish,WA,US,2020-06-06,about 1000,1000,,1000,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://everettclipper.com/13094/showcase/black-lives-matter-protest-in-downtown-everett/,,,,0,,,,,,,,,,,,,,,,,,
Exmore,town park,Northampton,VA,US,2020-06-06,about 150,150,,150,,,general protesters,antiracism; against police brutality,1,protest; march,0,0,0,0,1,1,https://www.dailypress.com/news/vp-nw-eastern-shore-protest-20200607-lh4cug3q5vcljnfzlhxp2lxjde-story.html,https://www.delmarvanow.com/picture-gallery/news/local/virginia/2020/06/08/hundreds-va-shore-march-black-lives-matter-protests/5317426002/,,,,,,,,,,,,,,,,,,,,,
Fairbanks,march over Chena River,Fairbanks North Star,AK,US,2020-06-06,"tens, photo",20,,40,,,medical professionals,antiracism; against police brutality,1,march,0,0,0,0,1,1,www.newsminer.com/news/local_news/white-coats-for-black-lives-rallies-in-downtown-fairbanks/article_a77be5ce-a875-11ea-8766-739599cd3dce.html,,,,,,,,,,,,,,,,,,,,,,
Fairfield,Central Park,Jefferson,IA,US,2020-06-06,about 400,400,,400,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.southeastiowaunion.com/subject/news/four-hundred-people-turn-out-for-black-lives-matter-protest-in-fairfield-20200608,,,,,,,,,,,,,,,,,,,,,,
Fairfield,Fairfield Stadium; Village Green Park,Butler,OH,US,2020-06-06,,,,,,,general protesters,antiracism; against police brutality,1,march,0,0,0,0,1,1,https://www.daytondailynews.com/news/local/crowd-marches-through-fairfield-kneels-park-protest/ezIes3nV4i0Lw6h5wqF5NP/,https://www.wcpo.com/news/local-news/hamilton-county/fairfield/crowd-marches-through-fairfield-kneels-at-park-in-protest,https://www.journal-news.com/news/local/this-not-butler-county-protesters-share-strong-messages-week-events/iFjvLXpPeH3y7hYewUOqwO/,count from photo,,,,,,,,,,,,,,,,,,,
Fall River,Lafayette Oark,Bristol,MA,US,2020-06-06,,,,,,,general protesters,antiracism; against police brutality,1,rally,0,0,0,0,1,1,https://www.heraldnews.com/photogallery/WL/20200606/NEWS/606009985/PH/1,,,,,,,,,,,,,,,,,,,,,,
Fallston,Fallston Rd,,MD,US,2020-06-06,about 100,100,,100,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.baltimoresun.com/maryland/baltimore-county/bs-md-co-vinces-crabhouse-protest-20200608-c2hjg6ovfnd4hjtzw36oowlmcq-story.html,,,,,,,,,,,,,,,,,,,,,,
Farrell,,Mercer,PA,US,2020-06-06,,,,,,,general protestors,antiracism; against police brutality,1,protest,,,,,1,1,https://www.newsbreak.com/pennsylvania/farrell/news/0PGaUCh8/protests-continue-farrell-chief-speaks-out-after-video-shows-car-drive-through-protesters,,,,,,,,,,,,,,,,,,,,,,
Ferndale,Geary Park; downtown,Oakland,MI,US,2020-06-06,thousands,2000,,2000,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.michigandaily.com/section/news/%E2%80%9Cbeing-black-everywhere%E2%80%9D-tens-thousands-protest-police-brutality-suburbs-across-metro,https://www.candgnews.com/news/thousands-in-downtown-ferndale-protest-killings-of-black-americans-117652,,,0,,,,,,,,,,,,,,,,,,
Ferrisburgh,Union Meeting Hall,Addison,VT,US,2020-06-06,,,,,,,Ferrisburgh Abolitionists,antiracism; against police brutality,1,protest,,,,,1,1,https://www.facebook.com/events/1190963947962474/?event_time_id=1190963954629140,,,daily,,,,,,,,,,,,,,,,,,,
Festus,,Jefferson,MO,US,2020-06-06,about 200,200,,200,,,general protesters,antiracism; against police brutality,1,march,0,0,0,0,1,1,https://www.stltoday.com/news/local/metro/several-rallies-in-st-louis-region-draw-thousands-in-decrying-racism-police-abuses/article_6d2e1899-1063-5722-892b-c003dcc86f6e.html,,,,,,,,,,,,,,,,,,,,,,
Forest Hills,MacDonald Park,Queens Borough,NY,US,2020-06-06,"hundreds, photo",100,,200,,,Queens Coalition for Solidarity,antiracism; against police brutality,1,rally,0,0,0,0,1,1,https://qns.com/story/2020/06/07/protesters-rally-for-equality-at-macdonald-park-in-forest-hills/,,,,,,,,,,,,,,,,,,,,,,
Fort Lauderdale,"courthouse, downtown",Broward,FL,US,2020-06-06,at least 300,300,,300,,,general protesters,antiracism; against police brutality,1,"rally, march",0,0,0,0,1,1,https://www.sun-sentinel.com/local/palm-beach/boca-raton/fl-ne-south-florida-protests-sat-20200606-5ypwk2lexja2vgrsh34u6eu5ye-story.html,,,,,,,,,,,,,,,,,,,,,,
Fort Mitchell,City building,Kenton,KY,US,2020-06-06,more than 200,200,,200,,,general protesters,antiracism; against police brutality,1,march,0,0,0,0,1,1,https://www.cincinnati.com/story/news/2020/06/08/cincinnati-black-lives-matter-protest-big-crowds-more-planned/5317428002/,,,,0,,,,,,,,,,,,,,,,,,
Fort Mitchell,,Kenton,KY,US,2020-06-06,more than 200,200,,200,,,general protesters,antiracism; against police brutality,1,rally,0,0,0,0,1,1,https://www.cincinnati.com/story/news/2020/06/06/fort-mitchell-protest-more-than-200-gather-george-floyd-rally-northern-kentucky/3166637001/,,,,,,,,,,,,,,,,,,,,,,
Fort Myers,Robert Clemente Park,Lee,FL,US,2020-06-06,nearly 200,200,,200,,,general protesters,antiracism; against police brutality,1,march,,,,,1,1,https://www.naplesnews.com/story/news/local/2020/06/06/protests-protesters-march-fort-myers-talk-solutions/3143400001/,,,,,,,,,,,,,,,,,,,,,,
Fort Myers,Centennial Park,Lee,FL,US,2020-06-06,dozens,24,,24,,,general protesters,antiracism; against police brutality,1,march; protest,,,,,0,1,https://www.naplesnews.com/story/news/local/2020/06/06/protests-protesters-march-fort-myers-talk-solutions/3143400001/,,,,,,,,,,,,,,,,,,,,,,
Fort Myers,,Lee,FL,US,2020-06-06,,,,,,,1000 man march,antiracism; against police brutality,1,march,,,,,0,1,https://www.naplesnews.com/picture-gallery/news/2020/06/06/protest-support-george-floyd/3163345001/,https://www.news-press.com/picture-gallery/news/2020/06/06/protest-support-george-floyd/3163345001/,,,,,,,,,,,,,,,,,,,,,
Fort Myers ,Centennial Park,Lee,FL,US,2020-06-06,hundreds,200,,200,,,Keep Robert E. Out of Lee,antiracism; against police brutality,1,protest; march,0,0,0,0,1,1,https://www.fox4now.com/news/local-news/hundreds-protest-in-fort-myers,,,,,,,,,,,,,,,,,,,,,,
Fort Washington,Upper Dublin High School,Fresno,CA,US,2020-06-06,200-500,200,,500,,,general protesters,antiracism; against police brutality,1,protest,,,,,1,1,https://m.facebook.com/events/1706279669520245/,online submission,,,,,,,,,,,,,,,,,,,,,
Fortuna,,Humboldt,CA,US,2020-06-06,,,,,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://lostcoastoutpost.com/2020/jun/6/photo-black-lives-matter-fortuna/,,,,,,,,,,,,,,,,,,,,,,
Fredericksburg,Dorothy Hart Community Center,Spotsylvania,VA,US,2020-06-06,about 150,150,,150,,,high school students,antiracism; against police brutality; in honor of protest march in 1950,1,protest,0,0,0,0,1,1,https://www.fredericksburg.com/news/local/walking-the-path-of-another-protest-70-years-ago/article_e777fe72-4862-5bd0-bf83-daec6eab4387.html,,,,,,,,,,,,,,,,,,,,,,
Freeburg,,St. Clair,IL,US,2020-06-06,at least 300,300,,300,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://news.stlpublicradio.org/post/protesters-march-against-racism-through-freeburg-ofallon-il#stream/0,,,,,,,,,,,,,,,,,,,,,,
Freeport,City Hall,Stephenson,IL,US,2020-06-06,hundreds,200,,200,,,general protesters,antiracism; against police brutality,1,march; protest,0,0,0,0,1,1,https://wrex.com/2020/06/06/hundreds-gather-in-freeport-for-black-lives-matters-protest/,https://www.journalstandard.com/news/20200606/peaceful-solidarity-march-brings-hundreds-to-gather-for-saturday-protest,,,,,,,,,,,,,,,,,,,,,
Fremont,Golden Gate Bridge,Alameda,CA,US,2020-06-06,2000,2000,,2000,,,general protesters,antiracism; against police brutality,1,march; demonstration,,,,,1,1,https://www.mercurynews.com/2020/06/06/thousands-take-to-the-streets-in-the-bay-area-and-the-golden-gate-bridge-for-another-day-of-george-floyd-protests/,,,,,,,,,,,,,,,,,,,,,,
Friendswood,S. Friendswood Drive to City Hall,Harris,TX,US,2020-06-06,several hundred,300,,300,,,general protesters,antiracism; against police brutality,1,march; protest,0,0,0,0,1,1,https://communityimpact.com/houston/pearland-friendswood/government/2020/06/06/photos-scenes-from-a-friendswood-march-for-george-floyd/,,,,,,,,,,,,,,,,,,,,,,
Frisco,Eldorado rd,Collin,TX,US,2020-06-06,,,,,,,general protesters,antiracism; against police brutality,1,march,0,0,0,0,1,1,https://starlocalmedia.com/friscoenterprise/why-we-saw-another-protest-in-frisco/article_5e7ccfae-a8d0-11ea-8e05-5f3b71de94b9.html,,,,,,,,,,,,,,,,,,,,,,
Fullerton,Commonwealth and Highland avenues; near Fullerton Community Center,Orange,CA,US,2020-06-06,approximately 1500,1500,,1500,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.ocregister.com/2020/06/06/more-than-three-dozen-george-floyd-inspired-protests-planned-around-region-today/,https://fullertonobserver.com/2020/06/08/peaceful-protests-seek-justice-reform-end-to-systemic-racism/,,,0,,,,,,,,,,,,,,,,,,
Fulton,Memorial Park,Callaway,MO,US,2020-06-06,hundreds,200,,200,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.newstribune.com/news/local/story/2020/jun/07/fulton-protesters-demand-justice-george-floyd/830011/,https://www.fultonsun.com/news/local/story/2020/jun/07/fulton-protesters-demand-justice-george-floyd/830011/,,,0,,,,,,,,,,,,,,,,,,
Gaffney,Henry Jolly Park ,Cherokee,SC,US,2020-06-06,,,,,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.wspa.com/news/we-hear-you-rally-being-held-in-gaffney/,,,,,,,,,,,,,,,,,,,,,,
Gaffney ,,Cherokee,SC,US,2020-06-06,,,,,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.wspa.com/news/top-stories/cherokee-co-leaders-host-a-peaceful-protest-to-honor-george-floyd/,,,,,,,,,,,,,,,,,,,,,,
Gardner,city hall,Johnson,KS,US,2020-06-06,150-300,150,,300,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://gardnernews.com/peaceful-protest-planned-at-city-hall-saturday/,online submission,https://www.kansascity.com/news/local/article243365956.html,,,,,,,,,,,,,,,,,,,,
Georgetown,East Bay Park,Georgetown,SC,US,2020-06-06,dozens,24,,24,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.live5news.com/2020/06/06/march-justice-taking-place-saturday-georgetown-county/,,,,,,,,,,,,,,,,,,,,,,
Georgetown,County Courthouse,Williamson,TX,US,2020-06-06,,,,,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.statesman.com/news/20200608/officer-georgetown-police-did-not-invite-militia-to-protest-saturday,,,,,,,,,,,,,,,,,,,,,,
Georgetown ,,Vermilion,IL,US,2020-06-06,more than 60,60,,60,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.wcia.com/news/demonstrators-in-georgetown-show-up-for-peaceful-protest/,,,,,,,,,,,,,,,,,,,,,,
Georgetown ,the old city hall near Front and North Fraiser Streets to East Bay Park ,Georgetown ,SC,US,2020-06-06,dozens,24,,24,,,general protesters,antiracism; against police brutality,1,march; rally,0,0,0,0,1,1,https://www.live5news.com/2020/06/06/march-justice-taking-place-saturday-georgetown-county/,,,,,,,,,,,,,,,,,,,,,,
Gig Harbor,Tacoma Narrows Bridge,Pierce,WA,US,2020-06-06,,,,,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.kiro7.com/news/south-sound-news/mothers-supporters-line-tacoma-narrows-bridge-silently-protest-police-brutality/L5FZXQLG6NAV5GWONGFCMYYBWE/,https://www.thenewstribune.com/news/local/community/gateway/g-news/article243312361.html,,,,,,,,,,,,,,,,,,,,,
Gilbert,,Maricopa,AZ,US,2020-06-06,,,,,,,general protesters,antiracism; against police brutality,1,protest,,,,,1,1,https://twitter.com/GilbertPolice/status/1269461551280541696?s=200,,,,,,,,,,,,,,,,,,,,,,
Granbury,Courthouse,Hood,TX,US,2020-06-06,about 150,150,,150,,,general protesters,antiracism; against police brutality,1,protest,0,0,0,0,1,1,https://www.hcnews.com/mailchimp-morning-update-news/peaceful-protest-draws-150,https://twitter.com/annehelen/status/1269817320311894016?s=20,,,,,,,,,,,,,,,,,,,,,
